Split,Ruta,Resolución,Corrupta
Training,data/raw/Training\notumor\no-1402.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\no-1406.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\no-1407.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1408.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1411.jpg,"(210, 264)",False
Training,data/raw/Training\notumor\no-1412.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\no-1413.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1419.jpg,"(233, 222)",False
Training,data/raw/Training\notumor\no-1420.jpg,"(235, 215)",False
Training,data/raw/Training\notumor\no-1421.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\no-1422.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1431.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1434.jpg,"(234, 218)",False
Training,data/raw/Training\notumor\no-1435.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1436.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1441.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\no-1442.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1443.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1444.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1445.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1447.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1458.jpg,"(236, 203)",False
Training,data/raw/Training\notumor\no-1459.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\no-1462.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1465.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1467.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1469.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1472.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1475.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1477.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1478.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1480.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\no-1482.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\no-1487.jpg,"(207, 225)",False
Training,data/raw/Training\notumor\no-1488.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\no-1490.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\no-1492.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\no-1494.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1505.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1506.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1509.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\no-1513.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\no-1514.jpg,"(207, 207)",False
Training,data/raw/Training\notumor\no-1515.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1518.jpg,"(226, 213)",False
Training,data/raw/Training\notumor\no-1520.jpg,"(218, 234)",False
Training,data/raw/Training\notumor\no-1521.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\no-1526.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1527.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1534.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1537.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1539.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\no-1545.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1546.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1547.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1548.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1551.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\no-1555.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1556.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1560.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1568.jpg,"(236, 201)",False
Training,data/raw/Training\notumor\no-1569.jpg,"(210, 201)",False
Training,data/raw/Training\notumor\no-1571.jpg,"(208, 225)",False
Training,data/raw/Training\notumor\no-1572.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\no-1582.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\no-1583.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\no-1589.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1592.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\no-1595.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1598.jpg,"(210, 234)",False
Training,data/raw/Training\notumor\no-1601.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1604.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1605.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1608.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1609.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1611.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\no-1617.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1620.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1629.jpg,"(212, 280)",False
Training,data/raw/Training\notumor\no-1631.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1632.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1635.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1636.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\no-1644.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1645.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\no-1646.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1649.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\no-1650.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\no-1655.jpg,"(234, 218)",False
Training,data/raw/Training\notumor\no-1656.jpg,"(205, 214)",False
Training,data/raw/Training\notumor\no-1657.jpg,"(200, 248)",False
Training,data/raw/Training\notumor\no-1658.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\no-1662.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1664.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1666.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1675.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\no-1676.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1678.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1679.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\no-1680.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1685.jpg,"(208, 225)",False
Training,data/raw/Training\notumor\no-1694.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1696.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\no-1698.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\no-1700.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1701.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1702.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1703.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1705.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1707.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1710.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1713.jpg,"(234, 218)",False
Training,data/raw/Training\notumor\no-1718.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\no-1720.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1721.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\no-1722.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\no-1723.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1725.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\no-1728.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1730.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\no-1731.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\no-1733.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1734.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1737.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1738.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\no-1741.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\no-1743.jpg,"(227, 213)",False
Training,data/raw/Training\notumor\no-1744.jpg,"(208, 217)",False
Training,data/raw/Training\notumor\no-1749.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\no-1751.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1752.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1757.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\no-1758.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\no-1759.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\no-1760.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\no-1763.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1764.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1765.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1767.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1771.jpg,"(209, 234)",False
Training,data/raw/Training\notumor\no-1773.jpg,"(201, 249)",False
Training,data/raw/Training\notumor\no-1774.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1775.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1778.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\no-1784.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1791.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\no-1792.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1793.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\no-1800.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1806.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1807.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\no-1808.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1809.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1810.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1815.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1816.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1820.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1823.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1828.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1832.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1835.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1837.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1841.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\no-1842.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1845.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\no-1848.jpg,"(205, 249)",False
Training,data/raw/Training\notumor\no-1850.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1852.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1853.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1855.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\no-1857.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1858.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1860.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1862.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1863.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\no-1867.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1876.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1879.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1880.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1882.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1883.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1885.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1886.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\no-1891.jpg,"(236, 218)",False
Training,data/raw/Training\notumor\no-1893.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1894.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1896.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1898.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1900.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1901.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\no-1904.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1907.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1908.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1909.jpg,"(208, 248)",False
Training,data/raw/Training\notumor\no-1910.jpg,"(212, 236)",False
Training,data/raw/Training\notumor\no-1914.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1916.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\no-1917.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1918.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\no-1920.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1923.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1924.jpg,"(259, 194)",False
Training,data/raw/Training\notumor\no-1927.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\no-1929.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\no-1930.jpg,"(207, 225)",False
Training,data/raw/Training\notumor\no-1936.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\no-1937.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1938.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1939.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1940.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1942.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\no-1945.jpg,"(275, 183)",False
Training,data/raw/Training\notumor\no-1946.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\no-1948.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1950.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1952.jpg,"(233, 208)",False
Training,data/raw/Training\notumor\no-1957.jpg,"(218, 234)",False
Training,data/raw/Training\notumor\no-1960.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1961.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\no-1963.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\no-1965.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1966.jpg,"(221, 257)",False
Training,data/raw/Training\notumor\no-1967.jpg,"(222, 252)",False
Training,data/raw/Training\notumor\no-1968.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1971.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\no-1972.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\no-1973.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\no-1974.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1975.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\no-1977.jpg,"(234, 218)",False
Training,data/raw/Training\notumor\no-1978.jpg,"(200, 243)",False
Training,data/raw/Training\notumor\no-1982.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\no-1984.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1985.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\no-1986.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\no-1989.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\no-1993.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\no-1994.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\no-1995.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\no-1999.jpg,"(211, 236)",False
Training,data/raw/Training\notumor\Tr-noTr_0007.jpg,"(220, 212)",False
Training,data/raw/Training\notumor\Tr-noTr_0009.jpg,"(254, 198)",False
Training,data/raw/Training\notumor\Tr-no_0020.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0042.jpg,"(236, 218)",False
Training,data/raw/Training\notumor\Tr-no_0055.jpg,"(205, 249)",False
Training,data/raw/Training\notumor\Tr-no_0062.jpg,"(212, 236)",False
Training,data/raw/Training\notumor\Tr-no_0066.jpg,"(209, 242)",False
Training,data/raw/Training\notumor\Tr-no_0067.jpg,"(209, 242)",False
Training,data/raw/Training\notumor\Tr-no_0070.jpg,"(227, 213)",False
Training,data/raw/Training\notumor\Tr-no_0072.jpg,"(210, 213)",False
Training,data/raw/Training\notumor\Tr-no_0073.jpg,"(233, 210)",False
Training,data/raw/Training\notumor\Tr-no_0074.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0077.jpg,"(210, 213)",False
Training,data/raw/Training\notumor\Tr-no_0078.jpg,"(233, 210)",False
Training,data/raw/Training\notumor\Tr-no_0079.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0080.jpg,"(201, 249)",False
Training,data/raw/Training\notumor\Tr-no_0082.jpg,"(204, 247)",False
Training,data/raw/Training\notumor\Tr-no_0083.jpg,"(236, 216)",False
Training,data/raw/Training\notumor\Tr-no_0087.jpg,"(235, 216)",False
Training,data/raw/Training\notumor\Tr-no_0112.jpg,"(203, 243)",False
Training,data/raw/Training\notumor\Tr-no_0115.jpg,"(233, 218)",False
Training,data/raw/Training\notumor\Tr-no_0121.jpg,"(200, 210)",False
Training,data/raw/Training\notumor\Tr-no_0126.jpg,"(232, 216)",False
Training,data/raw/Training\notumor\Tr-no_0127.jpg,"(236, 223)",False
Training,data/raw/Training\notumor\Tr-no_0133.jpg,"(236, 220)",False
Training,data/raw/Training\notumor\Tr-no_0134.jpg,"(236, 222)",False
Training,data/raw/Training\notumor\Tr-no_0140.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0141.jpg,"(225, 218)",False
Training,data/raw/Training\notumor\Tr-no_0145.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0146.jpg,"(234, 218)",False
Training,data/raw/Training\notumor\Tr-no_0148.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_0152.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0153.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0155.jpg,"(200, 200)",False
Training,data/raw/Training\notumor\Tr-no_0157.jpg,"(208, 225)",False
Training,data/raw/Training\notumor\Tr-no_0160.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_0162.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0163.jpg,"(229, 214)",False
Training,data/raw/Training\notumor\Tr-no_0165.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0166.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0168.jpg,"(205, 214)",False
Training,data/raw/Training\notumor\Tr-no_0169.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0171.jpg,"(212, 222)",False
Training,data/raw/Training\notumor\Tr-no_0172.jpg,"(219, 211)",False
Training,data/raw/Training\notumor\Tr-no_0176.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0182.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0188.jpg,"(330, 220)",False
Training,data/raw/Training\notumor\Tr-no_0199.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0213.jpg,"(234, 218)",False
Training,data/raw/Training\notumor\Tr-no_0221.jpg,"(208, 248)",False
Training,data/raw/Training\notumor\Tr-no_0222.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_0223.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0230.jpg,"(210, 264)",False
Training,data/raw/Training\notumor\Tr-no_0233.jpg,"(207, 207)",False
Training,data/raw/Training\notumor\Tr-no_0250.jpg,"(202, 250)",False
Training,data/raw/Training\notumor\Tr-no_0251.jpg,"(221, 257)",False
Training,data/raw/Training\notumor\Tr-no_0263.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0271.jpg,"(203, 248)",False
Training,data/raw/Training\notumor\Tr-no_0280.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0281.jpg,"(208, 278)",False
Training,data/raw/Training\notumor\Tr-no_0282.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_0284.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0285.jpg,"(216, 293)",False
Training,data/raw/Training\notumor\Tr-no_0287.jpg,"(216, 302)",False
Training,data/raw/Training\notumor\Tr-no_0290.jpg,"(209, 234)",False
Training,data/raw/Training\notumor\Tr-no_0297.jpg,"(201, 244)",False
Training,data/raw/Training\notumor\Tr-no_0301.jpg,"(217, 248)",False
Training,data/raw/Training\notumor\Tr-no_0313.jpg,"(200, 248)",False
Training,data/raw/Training\notumor\Tr-no_0319.jpg,"(222, 252)",False
Training,data/raw/Training\notumor\Tr-no_0323.jpg,"(207, 225)",False
Training,data/raw/Training\notumor\Tr-no_0326.jpg,"(200, 243)",False
Training,data/raw/Training\notumor\Tr-no_0329.jpg,"(208, 217)",False
Training,data/raw/Training\notumor\Tr-no_0337.jpg,"(211, 236)",False
Training,data/raw/Training\notumor\Tr-no_0341.jpg,"(234, 218)",False
Training,data/raw/Training\notumor\Tr-no_0343.jpg,"(210, 234)",False
Training,data/raw/Training\notumor\Tr-no_0344.jpg,"(220, 275)",False
Training,data/raw/Training\notumor\Tr-no_0353.jpg,"(218, 234)",False
Training,data/raw/Training\notumor\Tr-no_0355.jpg,"(212, 280)",False
Training,data/raw/Training\notumor\Tr-no_0363.jpg,"(233, 208)",False
Training,data/raw/Training\notumor\Tr-no_0367.jpg,"(236, 221)",False
Training,data/raw/Training\notumor\Tr-no_0370.jpg,"(236, 220)",False
Training,data/raw/Training\notumor\Tr-no_0372.jpg,"(224, 223)",False
Training,data/raw/Training\notumor\Tr-no_0379.jpg,"(236, 203)",False
Training,data/raw/Training\notumor\Tr-no_0380.jpg,"(216, 202)",False
Training,data/raw/Training\notumor\Tr-no_0385.jpg,"(236, 201)",False
Training,data/raw/Training\notumor\Tr-no_0387.jpg,"(233, 222)",False
Training,data/raw/Training\notumor\Tr-no_0390.jpg,"(226, 213)",False
Training,data/raw/Training\notumor\Tr-no_0391.jpg,"(210, 201)",False
Training,data/raw/Training\notumor\Tr-no_0393.jpg,"(235, 215)",False
Training,data/raw/Training\notumor\Tr-no_0396.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0400.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0402.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0403.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0405.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0406.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\Tr-no_0407.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0409.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0410.jpg,"(207, 243)",False
Training,data/raw/Training\notumor\Tr-no_0412.jpg,"(235, 214)",False
Training,data/raw/Training\notumor\Tr-no_0413.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0414.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0416.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0417.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0418.jpg,"(236, 213)",False
Training,data/raw/Training\notumor\Tr-no_0419.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0422.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0423.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0425.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0427.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0428.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0429.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0431.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0432.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_0435.jpg,"(215, 234)",False
Training,data/raw/Training\notumor\Tr-no_0437.jpg,"(214, 236)",False
Training,data/raw/Training\notumor\Tr-no_0441.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0448.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0450.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0452.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0454.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0456.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0457.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0459.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0461.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0462.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0464.jpg,"(212, 238)",False
Training,data/raw/Training\notumor\Tr-no_0466.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0469.jpg,"(228, 221)",False
Training,data/raw/Training\notumor\Tr-no_0470.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0475.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0479.jpg,"(227, 222)",False
Training,data/raw/Training\notumor\Tr-no_0480.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0481.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0484.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0487.jpg,"(192, 192)",False
Training,data/raw/Training\notumor\Tr-no_0488.jpg,"(173, 201)",False
Training,data/raw/Training\notumor\Tr-no_0491.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0493.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0495.jpg,"(194, 259)",False
Training,data/raw/Training\notumor\Tr-no_0498.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0502.jpg,"(300, 168)",False
Training,data/raw/Training\notumor\Tr-no_0506.jpg,"(201, 250)",False
Training,data/raw/Training\notumor\Tr-no_0507.jpg,"(150, 198)",False
Training,data/raw/Training\notumor\Tr-no_0508.jpg,"(196, 257)",False
Training,data/raw/Training\notumor\Tr-no_0513.jpg,"(206, 244)",False
Training,data/raw/Training\notumor\Tr-no_0517.jpg,"(177, 197)",False
Training,data/raw/Training\notumor\Tr-no_0518.jpg,"(232, 217)",False
Training,data/raw/Training\notumor\Tr-no_0521.jpg,"(208, 242)",False
Training,data/raw/Training\notumor\Tr-no_0523.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0524.jpg,"(200, 252)",False
Training,data/raw/Training\notumor\Tr-no_0525.jpg,"(218, 231)",False
Training,data/raw/Training\notumor\Tr-no_0526.jpg,"(201, 251)",False
Training,data/raw/Training\notumor\Tr-no_0527.jpg,"(208, 242)",False
