Ruta,Resolución Original,Redimensionada,Resolución Final,Válida,Corrupta,Hash,Split,Clase
data/raw/Training\meningioma\Tr-me_0016.jpg,"(512, 512)",False,"(512, 512)",True,False,c26d3db53092639b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0017.jpg,"(512, 512)",False,"(512, 512)",True,False,97396a6431e165a7,Training,meningioma
data/raw/Training\meningioma\Tr-me_0018.jpg,"(512, 512)",False,"(512, 512)",True,False,c2693db4309e639b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0019.jpg,"(512, 512)",False,"(512, 512)",True,False,c3693cb630ce6399,Training,meningioma
data/raw/Training\meningioma\Tr-me_0020.jpg,"(512, 512)",False,"(512, 512)",True,False,c2f23d0e6cd9322d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0021.jpg,"(512, 512)",False,"(512, 512)",True,False,c2633d4c64b3b3cc,Training,meningioma
data/raw/Training\meningioma\Tr-me_0022.jpg,"(512, 512)",False,"(512, 512)",True,False,c2632d9c34b3f28e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0023.jpg,"(512, 512)",False,"(512, 512)",True,False,c4663bf96c343133,Training,meningioma
data/raw/Training\meningioma\Tr-me_0024.jpg,"(512, 512)",False,"(512, 512)",True,False,909e3fd0604b657e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0025.jpg,"(512, 512)",False,"(512, 512)",True,False,921e3be0614f679c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0026.jpg,"(512, 512)",False,"(512, 512)",True,False,97397a7279216525,Training,meningioma
data/raw/Training\meningioma\Tr-me_0027.jpg,"(512, 512)",False,"(512, 512)",True,False,9366781d6196a7c9,Training,meningioma
data/raw/Training\meningioma\Tr-me_0028.jpg,"(512, 512)",False,"(512, 512)",True,False,9767681c61d6a798,Training,meningioma
data/raw/Training\meningioma\Tr-me_0029.jpg,"(512, 512)",False,"(512, 512)",True,False,9763782c6186a7ce,Training,meningioma
data/raw/Training\meningioma\Tr-me_0030.jpg,"(512, 512)",False,"(512, 512)",True,False,9e696996659aa629,Training,meningioma
data/raw/Training\meningioma\Tr-me_0031.jpg,"(512, 512)",False,"(512, 512)",True,False,9e6d699666989269,Training,meningioma
data/raw/Training\meningioma\Tr-me_0032.jpg,"(512, 512)",False,"(512, 512)",True,False,9e696196e6989b61,Training,meningioma
data/raw/Training\meningioma\Tr-me_0033.jpg,"(512, 512)",False,"(512, 512)",True,False,976878a56133678e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0034.jpg,"(512, 512)",False,"(512, 512)",True,False,97387e7839296525,Training,meningioma
data/raw/Training\meningioma\Tr-me_0035.jpg,"(512, 512)",False,"(512, 512)",True,False,975878a5613267ce,Training,meningioma
data/raw/Training\meningioma\Tr-me_0036.jpg,"(512, 512)",False,"(512, 512)",True,False,977878a76132a6cc,Training,meningioma
data/raw/Training\meningioma\Tr-me_0037.jpg,"(512, 512)",False,"(512, 512)",True,False,c63939c6338fc619,Training,meningioma
data/raw/Training\meningioma\Tr-me_0038.jpg,"(512, 512)",False,"(512, 512)",True,False,ce3139c63389ce39,Training,meningioma
data/raw/Training\meningioma\Tr-me_0039.jpg,"(512, 512)",False,"(512, 512)",True,False,c36c3c93339ac74c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0040.jpg,"(512, 512)",False,"(512, 512)",True,False,975a7aa561166768,Training,meningioma
data/raw/Training\meningioma\Tr-me_0041.jpg,"(512, 512)",False,"(512, 512)",True,False,975a7aa161966768,Training,meningioma
data/raw/Training\meningioma\Tr-me_0042.jpg,"(512, 512)",False,"(512, 512)",True,False,977a68a56196666a,Training,meningioma
data/raw/Training\meningioma\Tr-me_0043.jpg,"(512, 512)",False,"(512, 512)",True,False,97397e7878296521,Training,meningioma
data/raw/Training\meningioma\Tr-me_0044.jpg,"(512, 512)",False,"(512, 512)",True,False,977a68a5619a674a,Training,meningioma
data/raw/Training\meningioma\Tr-me_0045.jpg,"(512, 512)",False,"(512, 512)",True,False,976a68a5659ae748,Training,meningioma
data/raw/Training\meningioma\Tr-me_0046.jpg,"(512, 512)",False,"(512, 512)",True,False,96696885679ac769,Training,meningioma
data/raw/Training\meningioma\Tr-me_0047.jpg,"(512, 512)",False,"(512, 512)",True,False,c0c12f9e3c7e2639,Training,meningioma
data/raw/Training\meningioma\Tr-me_0048.jpg,"(512, 512)",False,"(512, 512)",True,False,c0c12f9f3c3e3638,Training,meningioma
data/raw/Training\meningioma\Tr-me_0049.jpg,"(512, 512)",False,"(512, 512)",True,False,973a7ae16187649a,Training,meningioma
data/raw/Training\meningioma\Tr-me_0050.jpg,"(512, 512)",False,"(512, 512)",True,False,963b68e565867698,Training,meningioma
data/raw/Training\meningioma\Tr-me_0051.jpg,"(512, 512)",False,"(512, 512)",True,False,97397a7879612525,Training,meningioma
data/raw/Training\meningioma\Tr-me_0052.jpg,"(512, 512)",False,"(512, 512)",True,False,963a69c5659ea698,Training,meningioma
data/raw/Training\meningioma\Tr-me_0053.jpg,"(512, 512)",False,"(512, 512)",True,False,9e396986679e8499,Training,meningioma
data/raw/Training\meningioma\Tr-me_0054.jpg,"(512, 512)",False,"(512, 512)",True,False,973878e165c666d8,Training,meningioma
data/raw/Training\meningioma\Tr-me_0055.jpg,"(512, 512)",False,"(512, 512)",True,False,973a6ae165c66698,Training,meningioma
data/raw/Training\meningioma\Tr-me_0056.jpg,"(512, 512)",False,"(512, 512)",True,False,973868e565ce3698,Training,meningioma
data/raw/Training\meningioma\Tr-me_0057.jpg,"(512, 512)",False,"(512, 512)",True,False,c4b73bc83c34319d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0058.jpg,"(512, 512)",False,"(512, 512)",True,False,c4373b682c35319f,Training,meningioma
data/raw/Training\meningioma\Tr-me_0059.jpg,"(512, 512)",False,"(512, 512)",True,False,c4373b726cc63097,Training,meningioma
data/raw/Training\meningioma\Tr-me_0060.jpg,"(512, 512)",False,"(512, 512)",True,False,c39d6a9a3d394c70,Training,meningioma
data/raw/Training\meningioma\Tr-me_0061.jpg,"(512, 512)",False,"(512, 512)",True,False,c4373b706c8d709b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0062.jpg,"(512, 512)",False,"(512, 512)",True,False,933e6cc16192376d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0063.jpg,"(512, 512)",False,"(512, 512)",True,False,933e6ce13196266d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0064.jpg,"(512, 512)",False,"(512, 512)",True,False,937b6ca5319a264d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0065.jpg,"(512, 512)",False,"(512, 512)",True,False,93796ca4219bb6cc,Training,meningioma
data/raw/Training\meningioma\Tr-me_0066.jpg,"(512, 512)",False,"(512, 512)",True,False,93796c86719b964c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0067.jpg,"(512, 512)",False,"(512, 512)",True,False,c26d3d94319bc659,Training,meningioma
data/raw/Training\meningioma\Tr-me_0068.jpg,"(512, 512)",False,"(512, 512)",True,False,c39d6a1a39e17a68,Training,meningioma
data/raw/Training\meningioma\Tr-me_0069.jpg,"(512, 512)",False,"(512, 512)",True,False,ce293986339bce2c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0070.jpg,"(512, 512)",False,"(512, 512)",True,False,967b6885657a8639,Training,meningioma
data/raw/Training\meningioma\Tr-me_0071.jpg,"(512, 512)",False,"(512, 512)",True,False,967b6984657a8639,Training,meningioma
data/raw/Training\meningioma\Tr-me_0072.jpg,"(512, 512)",False,"(512, 512)",True,False,9e696986671a9e29,Training,meningioma
data/raw/Training\meningioma\Tr-me_0073.jpg,"(512, 512)",False,"(512, 512)",True,False,9e796986e61a9a61,Training,meningioma
data/raw/Training\meningioma\Tr-me_0074.jpg,"(512, 512)",False,"(512, 512)",True,False,96b47a7b610ca6c3,Training,meningioma
data/raw/Training\meningioma\Tr-me_0075.jpg,"(512, 512)",False,"(512, 512)",True,False,d2332f4c31e3e619,Training,meningioma
data/raw/Training\meningioma\Tr-me_0076.jpg,"(512, 512)",False,"(512, 512)",True,False,c2e32f1c30e5663b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0077.jpg,"(512, 512)",False,"(512, 512)",True,False,c19d7a5839b26c78,Training,meningioma
data/raw/Training\meningioma\Tr-me_0078.jpg,"(512, 512)",False,"(512, 512)",True,False,c23b2fc4314f6633,Training,meningioma
data/raw/Training\meningioma\Tr-me_0079.jpg,"(512, 512)",False,"(512, 512)",True,False,c63b3fc0318e6633,Training,meningioma
data/raw/Training\meningioma\Tr-me_0080.jpg,"(512, 512)",False,"(512, 512)",True,False,961e39c06561676f,Training,meningioma
data/raw/Training\meningioma\Tr-me_0081.jpg,"(512, 512)",False,"(512, 512)",True,False,c61a39c5653366ce,Training,meningioma
data/raw/Training\meningioma\Tr-me_0082.jpg,"(512, 512)",False,"(512, 512)",True,False,c63839c4653be6cc,Training,meningioma
data/raw/Training\meningioma\Tr-me_0083.jpg,"(512, 512)",False,"(512, 512)",True,False,c63939c6653b86cc,Training,meningioma
data/raw/Training\meningioma\Tr-me_0084.jpg,"(512, 512)",False,"(512, 512)",True,False,95247a3b69e725c8,Training,meningioma
data/raw/Training\meningioma\Tr-me_0085.jpg,"(512, 512)",False,"(512, 512)",True,False,97696896639b8669,Training,meningioma
data/raw/Training\meningioma\Tr-me_0086.jpg,"(512, 512)",False,"(512, 512)",True,False,c23d2f34749299d3,Training,meningioma
data/raw/Training\meningioma\Tr-me_0087.jpg,"(512, 512)",False,"(512, 512)",True,False,85263a7b692735ca,Training,meningioma
data/raw/Training\meningioma\Tr-me_0088.jpg,"(512, 512)",False,"(512, 512)",True,False,97696896659ac659,Training,meningioma
data/raw/Training\meningioma\Tr-me_0089.jpg,"(512, 512)",False,"(512, 512)",True,False,c13d2f64669139d3,Training,meningioma
data/raw/Training\meningioma\Tr-me_0090.jpg,"(512, 512)",False,"(512, 512)",True,False,c33d2f64669139c3,Training,meningioma
data/raw/Training\meningioma\Tr-me_0091.jpg,"(512, 512)",False,"(512, 512)",True,False,c33d2f2466d319c3,Training,meningioma
data/raw/Training\meningioma\Tr-me_0092.jpg,"(512, 512)",False,"(512, 512)",True,False,c33d2f6464d19993,Training,meningioma
data/raw/Training\meningioma\Tr-me_0093.jpg,"(512, 512)",False,"(512, 512)",True,False,c3352f666490f19b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0094.jpg,"(512, 512)",False,"(512, 512)",True,False,c33c2f602d39e16d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0095.jpg,"(512, 512)",False,"(512, 512)",True,False,c33d6b603d90696d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0096.jpg,"(512, 512)",False,"(512, 512)",True,False,c33d6a683cd1692d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0097.jpg,"(512, 512)",False,"(512, 512)",True,False,c33c6b6a3cd1692c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0098.jpg,"(512, 512)",False,"(512, 512)",True,False,9e696896a7999a64,Training,meningioma
data/raw/Training\meningioma\Tr-me_0099.jpg,"(512, 512)",False,"(512, 512)",True,False,c33c6f6a389b6168,Training,meningioma
data/raw/Training\meningioma\Tr-me_0100.jpg,"(512, 512)",False,"(512, 512)",True,False,93683e3961e47387,Training,meningioma
data/raw/Training\meningioma\Tr-me_0101.jpg,"(512, 512)",False,"(512, 512)",True,False,95783e7964e43386,Training,meningioma
data/raw/Training\meningioma\Tr-me_0102.jpg,"(512, 512)",False,"(512, 512)",True,False,93683e7925e67096,Training,meningioma
data/raw/Training\meningioma\Tr-me_0103.jpg,"(503, 369)",False,"(503, 369)",True,False,9679386139656477,Training,meningioma
data/raw/Training\meningioma\Tr-me_0104.jpg,"(512, 512)",False,"(512, 512)",True,False,966878e76186a59e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0105.jpg,"(512, 512)",False,"(512, 512)",True,False,967878e56187619e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0106.jpg,"(512, 512)",False,"(512, 512)",True,False,9668782665b176c7,Training,meningioma
data/raw/Training\meningioma\Tr-me_0107.jpg,"(512, 512)",False,"(512, 512)",True,False,9768782769b136c6,Training,meningioma
data/raw/Training\meningioma\Tr-me_0108.jpg,"(512, 512)",False,"(512, 512)",True,False,876838656cb173e6,Training,meningioma
data/raw/Training\meningioma\Tr-me_0109.jpg,"(512, 512)",False,"(512, 512)",True,False,c33e3dc1348f722c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0110.jpg,"(512, 512)",False,"(512, 512)",True,False,96697a6578a33166,Training,meningioma
data/raw/Training\meningioma\Tr-me_0111.jpg,"(512, 512)",False,"(512, 512)",True,False,857b1b6e38396435,Training,meningioma
data/raw/Training\meningioma\Tr-me_0112.jpg,"(512, 512)",False,"(512, 512)",True,False,84781f6e693b6c34,Training,meningioma
data/raw/Training\meningioma\Tr-me_0113.jpg,"(512, 512)",False,"(512, 512)",True,False,84681f2e6c7b7865,Training,meningioma
data/raw/Training\meningioma\Tr-me_0114.jpg,"(512, 512)",False,"(512, 512)",True,False,84691b6e6c732d6c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0115.jpg,"(512, 512)",False,"(512, 512)",True,False,84491f4c3eda3d6c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0116.jpg,"(512, 512)",False,"(512, 512)",True,False,c4791e483e97396c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0117.jpg,"(507, 362)",False,"(507, 362)",True,False,9778782578653627,Training,meningioma
data/raw/Training\meningioma\Tr-me_0118.jpg,"(497, 320)",False,"(497, 320)",True,False,96697a6919657166,Training,meningioma
data/raw/Training\meningioma\Tr-me_0119.jpg,"(512, 512)",False,"(512, 512)",True,False,d11c4e726958796e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0120.jpg,"(512, 512)",False,"(512, 512)",True,False,976c78b16596324b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0121.jpg,"(512, 512)",False,"(512, 512)",True,False,d19c0f726c587b0e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0122.jpg,"(512, 512)",False,"(512, 512)",True,False,d19c0bd24cd87b2e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0123.jpg,"(512, 512)",False,"(512, 512)",True,False,d18c0bda4cda6a2f,Training,meningioma
data/raw/Training\meningioma\Tr-me_0124.jpg,"(512, 512)",False,"(512, 512)",True,False,d09c0bda589a7a3b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0125.jpg,"(512, 512)",False,"(512, 512)",True,False,d09d0fdc581a7a6a,Training,meningioma
data/raw/Training\meningioma\Tr-me_0126.jpg,"(512, 512)",False,"(512, 512)",True,False,c08f1fd85a9eca2a,Training,meningioma
data/raw/Training\meningioma\Tr-me_0127.jpg,"(512, 512)",False,"(512, 512)",True,False,900f7a693bf26d30,Training,meningioma
data/raw/Training\meningioma\Tr-me_0128.jpg,"(512, 512)",False,"(512, 512)",True,False,910f7a693be0651d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0129.jpg,"(512, 512)",False,"(512, 512)",True,False,851e6e5939a46bb1,Training,meningioma
data/raw/Training\meningioma\Tr-me_0130.jpg,"(512, 512)",False,"(512, 512)",True,False,851e6e5939e469b1,Training,meningioma
data/raw/Training\meningioma\Tr-me_0131.jpg,"(512, 512)",False,"(512, 512)",True,False,976c78b16596334a,Training,meningioma
data/raw/Training\meningioma\Tr-me_0132.jpg,"(512, 512)",False,"(512, 512)",True,False,956c6e1939e439b1,Training,meningioma
data/raw/Training\meningioma\Tr-me_0133.jpg,"(512, 512)",False,"(512, 512)",True,False,87597e59786429b1,Training,meningioma
data/raw/Training\meningioma\Tr-me_0134.jpg,"(512, 512)",False,"(512, 512)",True,False,912f7a783d606d31,Training,meningioma
data/raw/Training\meningioma\Tr-me_0135.jpg,"(512, 512)",False,"(512, 512)",True,False,912e7a783c616d33,Training,meningioma
data/raw/Training\meningioma\Tr-me_0136.jpg,"(512, 512)",False,"(512, 512)",True,False,c33c3f3034e067c7,Training,meningioma
data/raw/Training\meningioma\Tr-me_0137.jpg,"(512, 512)",False,"(512, 512)",True,False,c23d3f303460e7c7,Training,meningioma
data/raw/Training\meningioma\Tr-me_0138.jpg,"(512, 512)",False,"(512, 512)",True,False,c22f3f303c70e726,Training,meningioma
data/raw/Training\meningioma\Tr-me_0139.jpg,"(512, 512)",False,"(512, 512)",True,False,c22f3b343c706766,Training,meningioma
data/raw/Training\meningioma\Tr-me_0140.jpg,"(512, 512)",False,"(512, 512)",True,False,c02f3f383cf06762,Training,meningioma
data/raw/Training\meningioma\Tr-me_0141.jpg,"(512, 512)",False,"(512, 512)",True,False,c02f3f7c3cf02724,Training,meningioma
data/raw/Training\meningioma\Tr-me_0142.jpg,"(512, 512)",False,"(512, 512)",True,False,976868b165c6b3cc,Training,meningioma
data/raw/Training\meningioma\Tr-me_0143.jpg,"(512, 512)",False,"(512, 512)",True,False,97686e3d60c23ce3,Training,meningioma
data/raw/Training\meningioma\Tr-me_0144.jpg,"(512, 512)",False,"(512, 512)",True,False,976a6f39649230e3,Training,meningioma
data/raw/Training\meningioma\Tr-me_0145.jpg,"(512, 512)",False,"(512, 512)",True,False,976a3e2d649270c7,Training,meningioma
data/raw/Training\meningioma\Tr-me_0146.jpg,"(512, 512)",False,"(512, 512)",True,False,97683e6921b668a7,Training,meningioma
data/raw/Training\meningioma\Tr-me_0147.jpg,"(512, 512)",False,"(512, 512)",True,False,97683e6930b661a7,Training,meningioma
data/raw/Training\meningioma\Tr-me_0148.jpg,"(512, 512)",False,"(512, 512)",True,False,97693e2d709661c6,Training,meningioma
data/raw/Training\meningioma\Tr-me_0149.jpg,"(512, 512)",False,"(512, 512)",True,False,813a3f682da57a87,Training,meningioma
data/raw/Training\meningioma\Tr-me_0150.jpg,"(512, 512)",False,"(512, 512)",True,False,877a2e7069a56a87,Training,meningioma
data/raw/Training\meningioma\Tr-me_0151.jpg,"(512, 512)",False,"(512, 512)",True,False,d33c6b583863a43d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0152.jpg,"(512, 512)",False,"(512, 512)",True,False,c7353b487832653d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0153.jpg,"(512, 512)",False,"(512, 512)",True,False,9768689364ce93cd,Training,meningioma
data/raw/Training\meningioma\Tr-me_0154.jpg,"(512, 512)",False,"(512, 512)",True,False,c7343b6a68376968,Training,meningioma
data/raw/Training\meningioma\Tr-me_0155.jpg,"(512, 512)",False,"(512, 512)",True,False,c5782f3d7c647031,Training,meningioma
data/raw/Training\meningioma\Tr-me_0156.jpg,"(512, 512)",False,"(512, 512)",True,False,c1782f3d7c643865,Training,meningioma
data/raw/Training\meningioma\Tr-me_0157.jpg,"(512, 512)",False,"(512, 512)",True,False,c15a2f3d6ce63c60,Training,meningioma
data/raw/Training\meningioma\Tr-me_0158.jpg,"(512, 512)",False,"(512, 512)",True,False,815a2f1e6dd4386d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0159.jpg,"(512, 512)",False,"(512, 512)",True,False,956a7a2566e19b13,Training,meningioma
data/raw/Training\meningioma\Tr-me_0160.jpg,"(512, 512)",False,"(512, 512)",True,False,957b7a2566612393,Training,meningioma
data/raw/Training\meningioma\Tr-me_0161.jpg,"(512, 512)",False,"(512, 512)",True,False,842d7bd2348fc34d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0162.jpg,"(512, 512)",False,"(512, 512)",True,False,842d7bd2b48fc34c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0163.jpg,"(512, 512)",False,"(512, 512)",True,False,863c6bc2b48fc36c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0164.jpg,"(512, 512)",False,"(512, 512)",True,False,976c689326ce9b4c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0165.jpg,"(512, 512)",False,"(512, 512)",True,False,863c69c3b48fcb68,Training,meningioma
data/raw/Training\meningioma\Tr-me_0166.jpg,"(512, 512)",False,"(512, 512)",True,False,c7263ac96193b34e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0167.jpg,"(512, 512)",False,"(512, 512)",True,False,c3363ec96493b1ca,Training,meningioma
data/raw/Training\meningioma\Tr-me_0168.jpg,"(512, 512)",False,"(512, 512)",True,False,d3263ed1640f316e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0169.jpg,"(512, 512)",False,"(512, 512)",True,False,d32e3ef1604b3166,Training,meningioma
data/raw/Training\meningioma\Tr-me_0170.jpg,"(512, 512)",False,"(512, 512)",True,False,cb243ccb730cce33,Training,meningioma
data/raw/Training\meningioma\Tr-me_0171.jpg,"(512, 512)",False,"(512, 512)",True,False,c4c03bcb2d8f921f,Training,meningioma
data/raw/Training\meningioma\Tr-me_0172.jpg,"(512, 512)",False,"(512, 512)",True,False,c4c42b9b2d9cb09f,Training,meningioma
data/raw/Training\meningioma\Tr-me_0173.jpg,"(512, 512)",False,"(512, 512)",True,False,c0c76bcf2d1c343c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0174.jpg,"(512, 512)",False,"(512, 512)",True,False,c0e62f9b3d3c3099,Training,meningioma
data/raw/Training\meningioma\Tr-me_0175.jpg,"(213, 237)",True,"(224, 224)",True,False,c0e2193dc7e25d39,Training,meningioma
data/raw/Training\meningioma\Tr-me_0176.jpg,"(455, 500)",False,"(455, 500)",True,False,c4736ead39cc3984,Training,meningioma
data/raw/Training\meningioma\Tr-me_0177.jpg,"(250, 270)",False,"(250, 270)",True,False,964954964a9fac5b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0178.jpg,"(472, 546)",False,"(472, 546)",True,False,954a4a92164f3bdb,Training,meningioma
data/raw/Training\meningioma\Tr-me_0179.jpg,"(441, 427)",False,"(441, 427)",True,False,c73c1ac93ce1633c,Training,meningioma
data/raw/Training\meningioma\Tr-me_0180.jpg,"(324, 284)",False,"(324, 284)",True,False,909a4b6a7a973d61,Training,meningioma
data/raw/Training\meningioma\Tr-me_0181.jpg,"(485, 510)",False,"(485, 510)",True,False,d00b4bbd3a634d36,Training,meningioma
data/raw/Training\meningioma\Tr-me_0182.jpg,"(507, 605)",False,"(507, 605)",True,False,c4ce1ab14bc5cc9e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0183.jpg,"(290, 339)",False,"(290, 339)",True,False,811e63e81eb50bf9,Training,meningioma
data/raw/Training\meningioma\Tr-me_0184.jpg,"(338, 345)",False,"(338, 345)",True,False,d27b6fe53c922888,Training,meningioma
data/raw/Training\meningioma\Tr-me_0185.jpg,"(226, 212)",True,"(224, 224)",True,False,942b574d133c72f2,Training,meningioma
data/raw/Training\meningioma\Tr-me_0186.jpg,"(420, 264)",False,"(420, 264)",True,False,97786873196d6199,Training,meningioma
data/raw/Training\meningioma\Tr-me_0187.jpg,"(554, 554)",False,"(554, 554)",True,False,901a7f616de532a6,Training,meningioma
data/raw/Training\meningioma\Tr-me_0188.jpg,"(300, 258)",False,"(300, 258)",True,False,c26f2fa42c3364ce,Training,meningioma
data/raw/Training\meningioma\Tr-me_0189.jpg,"(369, 398)",False,"(369, 398)",True,False,81e0566f3d257e34,Training,meningioma
data/raw/Training\meningioma\Tr-me_0190.jpg,"(591, 650)",False,"(591, 650)",True,False,902d4bb26dda3dc2,Training,meningioma
data/raw/Training\meningioma\Tr-me_0191.jpg,"(351, 398)",False,"(351, 398)",True,False,8ffc544c16d2c31e,Training,meningioma
data/raw/Training\meningioma\Tr-me_0192.jpg,"(341, 377)",False,"(341, 377)",True,False,8b5a746e09ba6678,Training,meningioma
data/raw/Training\meningioma\Tr-me_0193.jpg,"(491, 624)",False,"(491, 624)",True,False,d4690a1e6ff43361,Training,meningioma
data/raw/Training\meningioma\Tr-me_0194.jpg,"(314, 358)",False,"(314, 358)",True,False,c5270f7c1be44ac6,Training,meningioma
data/raw/Training\meningioma\Tr-me_0195.jpg,"(212, 237)",True,"(224, 224)",True,False,90764f6932cd6d32,Training,meningioma
data/raw/Training\meningioma\Tr-me_0196.jpg,"(257, 307)",False,"(257, 307)",True,False,91d141921e2f7e6d,Training,meningioma
data/raw/Training\meningioma\Tr-me_0197.jpg,"(262, 308)",False,"(262, 308)",True,False,959a454e169b6b8b,Training,meningioma
data/raw/Training\meningioma\Tr-me_0198.jpg,"(200, 223)",True,"(224, 224)",True,False,80375f693ab07c65,Training,meningioma
data/raw/Training\meningioma\Tr-me_0199.jpg,"(300, 345)",False,"(300, 345)",True,False,c0643b6f3cb070cf,Training,meningioma
data/raw/Training\meningioma\Tr-me_0200.jpg,"(306, 306)",False,"(306, 306)",True,False,c439594f3a6aca39,Training,meningioma
data/raw/Training\meningioma\Tr-me_0201.jpg,"(374, 370)",False,"(374, 370)",True,False,c7441b3b4cc36d71,Training,meningioma
data/raw/Training\meningioma\Tr-me_0202.jpg,"(201, 207)",True,"(224, 224)",True,False,e740309b63c61f67,Training,meningioma
data/raw/Training\meningioma\Tr-me_0203.jpg,"(291, 340)",False,"(291, 340)",True,False,c11f156a3f3e4178,Training,meningioma
data/raw/Training\meningioma\Tr-me_0204.jpg,"(630, 423)",False,"(630, 423)",True,False,811f5e722e6b6c19,Training,meningioma
data/raw/Training\meningioma\Tr-me_0205.jpg,"(318, 354)",False,"(318, 354)",True,False,c0e2193dc7e25d39,Training,meningioma
data/raw/Training\meningioma\Tr-me_0206.jpg,"(209, 225)",True,"(224, 224)",True,False,953b5d4c3a1a6969,Training,meningioma
data/raw/Training\meningioma\Tr-me_0207.jpg,"(315, 341)",False,"(315, 341)",True,False,d0d90ba16b676566,Training,meningioma
data/raw/Training\meningioma\Tr-me_0208.jpg,"(286, 356)",False,"(286, 356)",True,False,815a5f28669d6a97,Training,meningioma
data/raw/Training\meningioma\Tr-me_0209.jpg,"(278, 306)",False,"(278, 306)",True,False,c5372acc33f04df0,Training,meningioma
data/raw/Training\meningioma\Tr-me_0210.jpg,"(252, 303)",False,"(252, 303)",True,False,a40b5b951f6ad239,Training,meningioma
data/raw/Training\meningioma\Tr-me_0211.jpg,"(455, 500)",False,"(455, 500)",True,False,c4736ead39cc3984,Training,meningioma
data/raw/Training\meningioma\Tr-me_0212.jpg,"(442, 442)",False,"(442, 442)",True,False,c23f2df0700f36d8,Training,meningioma
data/raw/Training\meningioma\Tr-me_0213.jpg,"(513, 522)",False,"(513, 522)",True,False,c3cb2d9d30367664,Training,meningioma
data/raw/Training\meningioma\Tr-me_0214.jpg,"(312, 401)",False,"(312, 401)",True,False,96c64b6d3cb861c5,Training,meningioma
data/raw/Training\meningioma\Tr-me_0215.jpg,"(300, 412)",False,"(300, 412)",True,False,91364f6938b86cc7,Training,meningioma
data/raw/Training\meningioma\Tr-me_0216.jpg,"(205, 251)",True,"(224, 224)",True,False,c5cf3a382ed12d86,Training,meningioma
data/raw/Training\meningioma\Tr-me_0217.jpg,"(204, 249)",True,"(224, 224)",True,False,844e46ef3b313b31,Training,meningioma
data/raw/Training\meningioma\Tr-me_0218.jpg,"(239, 224)",False,"(239, 224)",True,False,d10b466c9a9fdab0,Training,meningioma
data/raw/Training\meningioma\Tr-me_0219.jpg,"(323, 342)",False,"(323, 342)",True,False,907b6be53c9668c2,Training,meningioma
data/raw/Training\meningioma\Tr-me_0220.jpg,"(290, 342)",False,"(290, 342)",True,False,811e63e81eb50fe9,Training,meningioma
data/raw/Training\meningioma\Tr-me_0221.jpg,"(366, 395)",False,"(366, 395)",True,False,d11b136e646e6cb4,Training,meningioma
data/raw/Training\meningioma\Tr-me_0222.jpg,"(416, 395)",False,"(416, 395)",True,False,85181f7f62376e21,Training,meningioma
data/raw/Training\meningioma\Tr-me_0223.jpg,"(256, 256)",False,"(256, 256)",True,False,c51b1f622e3669f0,Training,meningioma
